0.13801312294463164	0.059920180717834406	0.2641879174055016	0.43523867388670956	0.5325919877891931	0.35280725610695185	0.5513183495773891	0.647539325605471	0.4300816660241963	0.5271838930863071	0.7088769556854829	0.3710009315928241	0.5094641158782441	0.6560124538432719	0.6648983719579098	0.2795199133248292	0.48970546212102095	0.385497908564594

2.0794658647364895e-7	-2.4045039715140375e-8	4.335302130789198e-7	-3.585515861351929e-8	9.558487383984104e-9	3.443455208646872e-7	1.4291775354095842e-6	4.852037605064931e-8	1.8664792835153982e-7	5.990085424391468e-8	1.5865031967814268e-6	4.247618041098915e-7	5.9519532824656947e-8	2.7780184338309277e-8	1.7931799742540386e-6	4.5509992254354673e-7	2.05377156311917e-7	3.4304715879894774e-7
-2.4045039715140375e-8	9.62422480250237e-7	-6.197984013732586e-8	3.5902040536917463e-7	1.6529281887928785e-7	-4.8301409302225926e-8	-4.079125276616234e-6	1.4245792347153086e-7	-1.9938758029433627e-8	-1.5271818141031635e-8	6.105140621791822e-7	-6.353455705329508e-8	-1.5552942235513718e-7	-1.6687246181702444e-7	2.3436820208167887e-7	-1.203889854438048e-7	-9.965657868917937e-8	-9.426027575099716e-8
4.335302130789198e-7	-6.197984013732586e-8	2.3134049787429663e-6	5.236037031492986e-6	1.2335216786838783e-6	8.676325151300942e-7	1.9117210535181697e-6	-1.1846710174523607e-7	4.053135288295698e-7	2.011562866501481e-7	4.580874499629422e-6	1.1861711032302503e-6	1.8647968771932967e-7	1.1050738460627057e-7	3.6852767508340647e-6	1.0945887702975205e-6	6.616308469595412e-7	9.221789476994687e-7
-3.585515861351929e-8	3.5902040536917463e-7	5.236037031492986e-6	0.0003735526974731543	0.00026377372576840574	3.7818086554888813e-6	-0.0000380810821620377	-2.1956664795130623e-6	6.790189962630994e-8	2.1749575491297163e-6	0.000018099517060743797	5.916891038267634e-7	3.8520815522209975e-8	1.4100271261690112e-6	0.000014169198734784808	1.4195880699218675e-7	-5.243508319958338e-9	3.571571248418364e-7
9.558487383984104e-9	1.6529281887928785e-7	1.2335216786838783e-6	0.00026377372576840574	0.0005131966393028425	9.270457925651365e-7	-0.000016045734231644125	-3.2294030908766206e-6	-1.5059817384665374e-6	9.846931728363113e-7	0.00003019134654130407	1.1441708368615204e-9	-1.8438061333963375e-6	-3.62150583810449e-7	0.00003963678870380345	1.2175194628143875e-6	-1.8182946923809508e-6	-9.179145117493773e-8
3.443455208646872e-7	-4.8301409302225926e-8	8.676325151300942e-7	3.7818086554888813e-6	9.270457925651365e-7	7.625310343191859e-6	4.308247067785518e-6	1.3879871826384527e-6	5.568500554138129e-7	-2.445956203873259e-7	0.000010582978083309983	1.0550915771054079e-6	2.050419546677587e-7	-7.489680125875711e-7	6.892758553019267e-6	8.144472788839202e-7	4.2546794652705886e-7	7.245711516647402e-7
1.4291775354095842e-6	-4.079125276616234e-6	1.9117210535181697e-6	-0.0000380810821620377	-0.000016045734231644125	4.308247067785518e-6	0.0016483497166567946	0.000026041180714218316	7.795841313061651e-7	-1.390842414559692e-6	-0.00007123056254061136	2.5893891965038706e-6	1.532519306273427e-6	2.88080174740137e-6	-0.0000771332656287393	2.329367207157569e-6	3.890661795141528e-6	1.13194932455406e-6
4.852037605064931e-8	1.4245792347153086e-7	-1.1846710174523607e-7	-2.1956664795130623e-6	-3.2294030908766206e-6	1.3879871826384527e-6	0.000026041180714218316	0.000015586895828666523	4.7618283106698926e-7	3.1145228437107844e-7	-5.368131996782543e-7	2.583487913848592e-7	6.949973484068102e-8	5.02269805443511e-7	-4.116083733997528e-6	-9.151187115601816e-8	7.951387353232713e-7	2.9491954629252393e-7
