1.8664792835153982e-7	-1.9938758029433627e-8	4.053135288295698e-7	6.790189962630994e-8	-1.5059817384665374e-6	5.568500554138129e-7	7.795841313061651e-7	4.7618283106698926e-7	2.279401532500875e-6	-5.91418947506288e-7	-6.363953644995545e-6	4.541390386270716e-7	5.915660526246518e-7	-3.5033016061685094e-7	-2.4597503168283947e-6	4.515920554547413e-7	2.678145095408565e-7	2.390837127508548e-7
5.990085424391468e-8	-1.5271818141031635e-8	2.011562866501481e-7	2.1749575491297163e-6	9.846931728363113e-7	-2.445956203873259e-7	-1.390842414559692e-6	3.1145228437107844e-7	-5.91418947506288e-7	4.282084028727982e-6	0.000010787070924407848	3.800991549584419e-7	5.214551258922683e-7	1.8552947068362692e-6	3.2875130882545697e-6	9.764175656336e-8	4.3153705546820055e-7	5.771458255690636e-7
1.5865031967814268e-6	6.105140621791822e-7	4.580874499629422e-6	0.000018099517060743797	0.00003019134654130407	0.000010582978083309983	-0.00007123056254061136	-5.368131996782543e-7	-6.363953644995545e-6	0.000010787070924407848	0.0005426731352371791	9.37101961170677e-6	-2.920757727941561e-6	3.2588413222045583e-6	0.00016922834398575714	5.9744310134986564e-6	-2.7100901445324173e-6	5.926634372260989e-6
4.247618041098915e-7	-6.353455705329508e-8	1.1861711032302503e-6	5.916891038267634e-7	1.1441708368615204e-9	1.0550915771054079e-6	2.5893891965038706e-6	2.583487913848592e-7	4.541390386270716e-7	3.800991549584419e-7	9.37101961170677e-6	1.927330697783875e-6	2.7834688707164923e-7	1.6161090534065736e-7	5.73630255858556e-6	1.016757021386731e-6	6.16558490405893e-7	1.0563946637836236e-6
5.9519532824656947e-8	-1.5552942235513718e-7	1.8647968771932967e-7	3.8520815522209975e-8	-1.8438061333963375e-6	2.050419546677587e-7	1.532519306273427e-6	6.949973484068102e-8	5.915660526246518e-7	5.214551258922683e-7	-2.920757727941561e-6	2.7834688707164923e-7	1.422833636396651e-6	2.4489534512951465e-7	-3.1568801138285346e-6	1.0916887916172783e-7	2.1918814807235458e-7	2.0751721865675042e-7
2.7780184338309277e-8	-1.6687246181702444e-7	1.1050738460627057e-7	1.4100271261690112e-6	-3.62150583810449e-7	-7.489680125875711e-7	2.88080174740137e-6	5.02269805443511e-7	-3.5033016061685094e-7	1.8552947068362692e-6	3.2588413222045583e-6	1.6161090534065736e-7	2.4489534512951465e-7	3.989540191964123e-6	-2.4190952590203674e-6	-1.5772873118217505e-7	2.981552261947276e-7	2.594621299513492e-7
1.7931799742540386e-6	2.3436820208167887e-7	3.6852767508340647e-6	0.000014169198734784808	0.00003963678870380345	6.892758553019267e-6	-0.0000771332656287393	-4.116083733997528e-6	-2.4597503168283947e-6	3.2875130882545697e-6	0.00016922834398575714	5.73630255858556e-6	-3.1568801138285346e-6	-2.4190952590203674e-6	0.00028206909040598877	5.57798242895623e-6	-1.592046661797437e-6	5.2408203937429144e-6
4.5509992254354673e-7	-1.203889854438048e-7	1.0945887702975205e-6	1.4195880699218675e-7	1.2175194628143875e-6	8.144472788839202e-7	2.329367207157569e-6	-9.151187115601816e-8	4.515920554547413e-7	9.764175656336e-8	5.9744310134986564e-6	1.016757021386731e-6	1.0916887916172783e-7	-1.5772873118217505e-7	5.57798242895623e-6	1.3280186119483615e-6	4.7262649385017777e-7	7.674396493318286e-7
2.05377156311917e-7	-9.965657868917937e-8	6.616308469595412e-7	-5.243508319958338e-9	-1.8182946923809508e-6	4.2546794652705886e-7	3.890661795141528e-6	7.951387353232713e-7	2.678145095408565e-7	4.3153705546820055e-7	-2.7100901445324173e-6	6.16558490405893e-7	2.1918814807235458e-7	2.981552261947276e-7	-1.592046661797437e-6	4.7262649385017777e-7	1.0593041382466744e-6	6.93481996903949e-7
3.4304715879894774e-7	-9.426027575099716e-8	9.221789476994687e-7	3.571571248418364e-7	-9.179145117493773e-8	7.245711516647402e-7	1.13194932455406e-6	2.9491954629252393e-7	2.390837127508548e-7	5.771458255690636e-7	5.926634372260989e-6	1.0563946637836236e-6	2.0751721865675042e-7	2.594621299513492e-7	5.2408203937429144e-6	7.674396493318286e-7	6.93481996903949e-7	1.1711915415114533e-6
