0.1932117929934114	0.06632356471708309	0.37793521434985294	0.45648060391727124	0.5430865536301772	0.4102744764536189	0.5417505930768194	0.6043515821057701	0.45084400298810107	0.5098301060440378	0.6547298665423464	0.7037381538512663	0.42405326476701966	0.5035845665471733	0.5737786450202917	0.6762121829115896	0.3883499777929007	0.4712454517218803	0.6508951633570704	0.6579511960134468	0.7149527529450455	0.4310992403205962	0.5629709585021396	0.6881739981316338	0.763384797602301	0.7816863550780995

8.844510906568504e-8	-1.900068369004533e-9	1.5734567243374134e-7	8.954985865005713e-8	-2.978499697957305e-7	1.2177709618693183e-7	-2.677473359261898e-8	-1.4089130854506903e-7	1.3111639732172853e-7	5.4921606470652164e-8	1.3793822370289517e-7	1.288209375515746e-7	1.660758577403057e-7	4.7763306433195334e-8	1.3975592256176054e-7	1.0061120762298132e-7	1.7913381136907128e-7	1.6412754499746853e-7	1.2642207266417475e-7	1.3719415939330098e-7	1.1438988690179873e-7	1.680526554752212e-7	1.5236378810912892e-7	1.1249174813805094e-7	1.295287293463276e-7	1.2809520400103744e-7
-1.900068369004533e-9	3.029267101019695e-7	-5.79213464510166e-7	1.356971727907483e-7	-3.877198668269673e-7	9.337171779670584e-9	-8.268530145570851e-8	-2.326275197349449e-9	-1.9064099825828724e-8	9.933726529351703e-8	-6.190577081669982e-9	8.932088154702441e-8	-1.031771397019729e-8	1.8687705979971364e-8	-1.1423967104175578e-8	8.088615484436579e-9	-1.3185519306146989e-9	-4.157548949390767e-9	-1.7790392732006163e-8	-1.0308338063204754e-8	-8.585650289572145e-9	-7.731934207459136e-9	-2.404394934797167e-8	-9.685862648717855e-9	-4.754750200644325e-8	-2.3330201113954567e-8
1.5734567243374134e-7	-5.79213464510166e-7	0.00016383889950126086	-0.0000704205618501528	0.00015660363379221937	-1.0032750244791763e-6	-2.6643476085386274e-6	-5.651700859970747e-6	-3.40766562849688e-8	-7.435300196328814e-7	-1.4878913003742953e-7	-2.2552122800415894e-7	4.983017615038391e-7	-1.4205409307433305e-6	-6.291881287338678e-7	9.214750663955087e-8	2.3915320808991123e-7	3.5650694277198194e-7	8.051011108264654e-7	9.148110157787583e-7	3.499758888933867e-7	3.005942381162395e-7	6.306761839469898e-7	3.804555036011073e-7	1.2605472607420891e-6	3.5181229358015667e-7
8.954985865005713e-8	1.356971727907483e-7	-0.0000704205618501528	0.0001376046319029165	0.00011765676575386074	1.5688155910454707e-6	-8.455351297698085e-7	6.815108186807621e-7	-1.3480859199331831e-7	-4.237450561891619e-7	5.797525072858441e-7	1.4011148432365935e-7	1.5231019371994114e-7	-3.9367102045421893e-7	5.271242733123134e-7	2.3032469129792535e-7	3.931358776124659e-7	2.022472280689589e-7	3.866565804680073e-7	8.271681981420402e-7	6.992244299075285e-7	2.4916174765041963e-7	6.982809205809023e-7	1.400266924554098e-7	1.820225032363387e-7	1.1998786100608128e-6
-2.978499697957305e-7	-3.877198668269673e-7	0.00015660363379221937	0.00011765676575386074	0.0009660873127426061	-2.261507769282315e-7	0.00003084827912828204	-0.000029626906555108953	-1.474527454578793e-6	-3.240889483540824e-6	7.43989425873054e-7	-1.8213415644133083e-6	-8.475074968610826e-7	-4.8425860415279435e-6	6.173368812222978e-7	-9.387100044208846e-8	-3.9361159018274576e-7	8.482157415557956e-8	1.2221181803579845e-6	2.0894263664731916e-6	2.7809175531799135e-7	-3.8110642867974316e-7	1.3411849068941242e-6	1.802341002525412e-8	2.418766683991518e-6	3.336230928058407e-6
1.2177709618693183e-7	9.337171779670584e-9	-1.0032750244791763e-6	1.5688155910454707e-6	-2.261507769282315e-7	0.000010377157310863733	0.000014571319383706109	2.9472547920603876e-6	2.728307387008307e-7	-1.434327276247619e-7	-3.335613343645394e-7	-7.989881822542627e-7	1.9153762315092763e-7	4.530991496968387e-8	-4.6812985757055386e-8	-2.4215453298727604e-7	2.5023094683069413e-7	2.2351747432011395e-7	1.614757664578921e-7	2.5483005864074354e-7	3.556969970063201e-7	2.1978386320148313e-7	2.9004413046625746e-7	2.1431032106119622e-7	1.3258446497804052e-7	1.3129648711724228e-7
-2.677473359261898e-8	-8.268530145570851e-8	-2.6643476085386274e-6	-8.455351297698085e-7	0.00003084827912828204	0.000014571319383706109	0.00047964327669046376	-0.00005179799743320556	1.0149287023163492e-6	-1.430521476749093e-6	-2.4974562314875856e-6	8.705068234567359e-8	6.595043936948345e-7	2.1713837316140905e-6	-1.482540171825487e-6	-5.276275206972405e-7	2.6558491331174694e-7	1.0696585319770097e-6	-3.2645181313182064e-7	-1.8099364061231864e-7	6.99228018987957e-7	4.106882518725399e-8	-8.027342528388223e-8	-4.6706111539478646e-7	-6.833129172718164e-7	2.675949891728042e-6
-1.4089130854506903e-7	-2.326275197349449e-9	-5.651700859970747e-6	6.815108186807621e-7	-0.000029626906555108953	2.9472547920603876e-6	-0.00005179799743320556	0.00010421031141684868	2.390154356188742e-7	1.0324306075904762e-6	-2.3603327013551646e-7	1.39541526828221e-6	-7.807185143483732e-8	5.6232245255553e-7	1.0055275569789911e-8	4.4421792110790344e-7	-1.9212761566491352e-7	-2.829699802170514e-7	1.6650411219516947e-7	6.126356533245477e-7	3.3580361806483177e-7	-2.3806295090996893e-7	-8.0264811930725e-9	4.854683306186216e-7	1.370315625163208e-7	7.86497927454659e-7
