0.19310467118074778	0.06481746011154262	0.3546592702404689	0.5415803250093273	0.6585544427468164	0.4924106350560742	0.6265370121638391	0.4932681534514027	0.6612976261181095	0.8416104460867044	0.5024666441157781	0.576839540552496	0.7492109683312868	0.390866295227909	0.6677586183605905	0.5252891748450302	0.7611753098328644

1.9533945910445544e-7	2.586996419335714e-8	4.411775924049028e-7	4.6396149009507276e-7	2.700212553415974e-7	-2.9650844077537014e-8	-2.1757579824140005e-7	1.0601154301991379e-7	2.3418984599995167e-7	1.59005959648876e-7	2.9088516629136374e-7	1.254611442705127e-7	2.455315828636091e-7	3.900587995169908e-7	3.5622673268054223e-7	3.583616384679023e-7	2.3680469463856957e-7
2.586996419335714e-8	5.763528745437762e-7	1.6725616416301584e-7	2.0345102639924882e-6	-4.989782920265836e-7	2.6602777665719263e-7	-3.213506752276833e-7	1.1278056603890356e-8	5.6930516931503996e-8	2.8793064253335368e-8	1.8910270453404612e-8	4.953963692169766e-8	1.6130671215608605e-8	3.9561989552579916e-8	-8.023980610134035e-8	-3.620057513708394e-8	7.851920357204733e-8
4.411775924049028e-7	1.6725616416301584e-7	0.00007507404778358786	-0.000029497809824862038	-0.00007202815792079319	-2.3742169416631993e-6	-7.1358694622747175e-6	-2.3728933678129205e-7	3.181721056220122e-7	2.5721109985633953e-6	5.853102678476682e-7	1.4445460917418565e-7	6.998294447621052e-7	8.561352490008232e-7	-7.201881586908483e-7	1.6811782783291098e-7	-2.530245258006529e-6
4.6396149009507276e-7	2.0345102639924882e-6	-0.000029497809824862038	0.0011376910229219598	0.0006536284226867385	-0.00002322923378792188	0.00006357634189625289	-9.166245626650227e-7	2.6591485991047355e-6	-4.390701824647314e-6	-1.886687986104956e-7	-3.4117700795205e-8	2.7605503561189258e-6	4.4465881676114635e-7	0.000010127932125306628	-2.0692794633503245e-7	0.000011328315684816169
2.700212553415974e-7	-4.989782920265836e-7	-0.00007202815792079319	0.0006536284226867385	0.001344907932183297	-6.368030660728376e-6	0.000030359083891142034	-4.155012476766728e-7	-1.384863873517425e-6	-0.0000182413486503392	-7.923220725446392e-7	7.252559025759174e-7	-2.7179242278036534e-7	4.820236769031803e-7	2.818077359835116e-6	-1.4329736110612493e-6	1.5238594715191556e-6
-2.9650844077537014e-8	2.6602777665719263e-7	-2.3742169416631993e-6	-0.00002322923378792188	-6.368030660728376e-6	0.00005759013655840366	0.000116486771864903	1.029168060295159e-6	-2.865513866631227e-7	-1.015721973535047e-6	2.4578791457811542e-9	1.1986284281408271e-6	-1.9781338926676634e-7	-1.302092547633864e-7	-7.728668007189522e-7	-3.896972742760997e-7	-2.3461455358585187e-6
-2.1757579824140005e-7	-3.213506752276833e-7	-7.1358694622747175e-6	0.00006357634189625289	0.000030359083891142034	0.000116486771864903	0.0010251000973864213	4.11432045026319e-6	3.312648153654626e-6	-4.196768327358133e-6	-8.268022050868418e-8	6.033516423248649e-6	3.345069294758819e-6	3.096988622798488e-7	-6.850571311553677e-7	-2.540414357875806e-6	-1.2135947482176825e-7
1.0601154301991379e-7	1.1278056603890356e-8	-2.3728933678129205e-7	-9.166245626650227e-7	-4.155012476766728e-7	1.029168060295159e-6	4.11432045026319e-6	2.4809822030999787e-6	1.7595615664077455e-7	5.947172258414995e-7	3.337191874702218e-7	2.426578155429348e-7	3.472128086164456e-7	2.539777316670889e-7	2.8922696048995965e-8	2.5484984552298657e-7	-4.666141138925519e-7
